nta_code,nta_name,borough_name,year,renter_hh_total,rent_burden_30_34,rent_burden_35_39,rent_burden_40_49,rent_burden_50plus,total_occupied_units,owner_occupied,renter_occupied,total_housing_units,vacant_units,labor_force,unemployed,population,renter_hh_crowding_total,severe_crowding_renter,total_workers,transit_workers,median_hh_income,renter_median_income,median_gross_rent,median_contract_rent,gini_coefficient,rent_burden_30plus_pct,rent_burden_50plus_pct,vacancy_rate,renter_share,homeownership_rate,unemployment_rate,severe_crowding_rate,transit_commute_rate,renter_income_ratio,income_gap,eviction_count,eviction_rate,zillow_rent_index,covid_year,borough_code,median_hh_income_lag1,renter_median_income_lag1,unemployment_rate_lag1,rent_burden_30plus_pct_lag1,vacancy_rate_lag1,median_gross_rent_lag1,income_growth_yoy,rent_growth_yoy
BK0102,Williamsburg,Brooklyn,2016,19594.0,1844.0,1060.0,1465.0,4465.0,23134.0,3540.0,19594.0,24820.0,1686.0,34166.0,2001.0,54330.0,23134.0,8.0,31482.0,22002.0,71503.93787962451,67075.42466408982,1744.7685440824591,1631.2521443033315,0.48530055034051167,0.4508523017250179,0.2278758803715423,0.06792908944399678,0.846978473242846,0.15302152675715397,0.05856699642919862,0.0003458113599031728,0.6988755479321517,0.9380661632511763,4428.513215534695,0.0,0.0,2585.0981890333874,0,2,63759.38407096348,61871.01675338918,0.06697149004841313,0.4547049441786284,0.06559426571095182,1607.4930829480043,0.12146531716870768,0.08539723286566403
BK0102,Williamsburg,Brooklyn,2017,20070.0,2017.0,1092.0,1428.0,4369.0,23862.0,3792.0,20070.0,25635.0,1773.0,35696.0,2115.0,56137.0,23862.0,26.0,32925.0,23266.0,81517.91310543848,76668.71542832712,1921.2717102802073,1793.1087518036234,0.48781105866006375,0.4437468858993523,0.21768809167912306,0.06916325336454067,0.8410862459140055,0.1589137540859945,0.059250336172120124,0.0010895985248512278,0.7066362946089597,0.9405137166497477,4849.197677111355,0.0,0.0,2522.0616035426856,0,2,71503.93787962451,67075.42466408982,0.05856699642919862,0.4508523017250179,0.06792908944399678,1744.7685440824591,0.14004788439305682,0.10116136423732236
BK0102,Williamsburg,Brooklyn,2018,20565.0,1993.0,1161.0,1436.0,4822.0,24582.0,4017.0,20565.0,26694.0,2112.0,35992.0,1687.0,57036.0,24582.0,36.0,33539.0,23434.0,87730.29695280174,82778.67471421558,2145.799530121327,2003.9325864366365,0.48951443123641203,0.4576707999027474,0.23447605154388523,0.07911890312429759,0.8365877471320479,0.16341225286795213,0.046871527006001334,0.001464486209421528,0.6987089656817437,0.9435585834019221,4951.622238586162,0.0,0.0,2457.4444130993297,0,2,81517.91310543848,76668.71542832712,0.059250336172120124,0.4437468858993523,0.06916325336454067,1921.2717102802073,0.0762088185369505,0.1168641679569482
BK0102,Williamsburg,Brooklyn,2019,21224.0,1910.0,1273.0,1429.0,4390.0,25403.0,4179.0,21224.0,27738.0,2335.0,37355.0,1710.0,57774.0,25403.0,37.0,35114.0,24550.0,99680.78400318482,95513.40473223249,2280.409544085575,2153.7258109184063,0.4900641966974764,0.4241424802110818,0.20684131172257822,0.08418054654264907,0.8354918710388537,0.1645081289611463,0.045777004417079374,0.001456520883360233,0.6991513356495984,0.9581927518666067,4167.379270952326,0.0,0.0,2526.866672119508,0,2,87730.29695280174,82778.67471421558,0.046871527006001334,0.4576707999027474,0.07911890312429759,2145.799530121327,0.1362184725855009,0.06273186850620527
BK0102,Williamsburg,Brooklyn,2020,21757.0,2003.0,1153.0,1682.0,3788.0,25874.0,4117.0,21757.0,28248.0,2374.0,38857.0,1721.0,59410.0,25874.0,64.0,36623.0,22862.0,113658.6958087864,108845.84677663693,2391.3213768725805,2260.598754418448,0.46885368456488796,0.3964701015765041,0.17410488578388564,0.08404134806003966,0.8408827394295432,0.15911726057045683,0.04429060400957356,0.002473525546881039,0.6242525189088824,0.9576552502393098,4812.8490321494755,0.0,0.0,2389.994817646292,1,2,99680.78400318482,95513.40473223249,0.045777004417079374,0.4241424802110818,0.08418054654264907,2280.409544085575,0.14022674425549253,0.04863680432958373
BK0102,Williamsburg,Brooklyn,2021,22425.0,1985.0,1237.0,1497.0,4380.0,26955.0,4530.0,22425.0,29388.0,2433.0,41505.0,2507.0,63316.0,26955.0,66.0,38491.0,21301.0,118460.38947501422,112114.09877440141,2529.0361677932906,2425.7630456756588,0.4734484964306021,0.405752508361204,0.19531772575250836,0.08278889342588812,0.8319421257651641,0.16805787423483587,0.060402361161305866,0.0024485253199777405,0.553402093995999,0.9464268965454367,6346.290700612808,0.0,0.0,2320.1068260149627,1,2,113658.6958087864,108845.84677663693,0.04429060400957356,0.3964701015765041,0.08404134806003966,2391.3213768725805,0.04224660182891715,0.05758941154986719
BK0102,Williamsburg,Brooklyn,2022,23497.0,1751.0,1594.0,1713.0,4547.0,28284.0,4787.0,23497.0,30539.0,2255.0,42635.0,2722.0,64311.0,28284.0,26.0,39148.0,20030.0,128875.99990670336,121635.1483105534,2670.788030041517,2577.700673290728,0.48027537279781063,0.4087755883729838,0.193514065625399,0.0738400078588035,0.8307523688304341,0.16924763116956587,0.06384425941128181,0.0009192476311695658,0.5116481046285889,0.9438153604907679,7240.851596149965,0.0,0.0,2570.6550609206206,0,2,118460.38947501422,112114.09877440141,0.060402361161305866,0.405752508361204,0.08278889342588812,2529.0361677932906,0.08792483696743214,0.056049756841521026
BK0103,South Williamsburg,Brooklyn,2012,7594.0,651.0,438.0,617.0,3184.0,8765.0,1171.0,7594.0,9480.0,715.0,8990.0,437.0,35101.0,8765.0,69.0,8468.0,2143.0,21074.73881086009,17961.62662032421,908.3443776530584,773.9739038773824,0.5011591464630637,0.6439294179615486,0.4192783776665789,0.07542194092827004,0.8664004563605248,0.13359954363947524,0.04860956618464961,0.007872219053051912,0.2530703826169107,0.8522822883607148,3113.1121905358814,0.0,0.0,,0,2,,,,,,,,
BK0103,South Williamsburg,Brooklyn,2013,7584.0,575.0,378.0,664.0,3177.0,8816.0,1232.0,7584.0,9413.0,597.0,9125.0,589.0,34158.0,8816.0,20.0,8477.0,1949.0,20939.64465132619,17699.857251595527,952.1649393992623,793.2127759236489,0.47825435037180164,0.632120253164557,0.4189082278481013,0.06342292574099649,0.8602540834845736,0.13974591651542645,0.06454794520547945,0.002268602540834846,0.22991624395422908,0.8452797335543383,3239.7873997306633,0.0,0.0,,0,2,21074.73881086009,17961.62662032421,0.04860956618464961,0.6439294179615486,0.07542194092827004,908.3443776530584,-0.006410241225114688,0.04824223369932179
BK0103,South Williamsburg,Brooklyn,2014,7600.0,555.0,430.0,654.0,3188.0,8815.0,1215.0,7600.0,9323.0,508.0,9549.0,572.0,34546.0,8815.0,0.0,8937.0,2307.0,23481.661321137035,20084.89854107567,970.2142939848318,829.0918196028484,0.49518286342847223,0.6351315789473684,0.41947368421052633,0.054488898423254314,0.8621667612024957,0.1378332387975043,0.059901560372813904,0.0,0.25814031554212824,0.855344017886683,3396.7627800613664,0.0,0.0,,0,2,20939.64465132619,17699.857251595527,0.06454794520547945,0.632120253164557,0.06342292574099649,952.1649393992623,0.1213973165322959,0.01895612182166384
BK0103,South Williamsburg,Brooklyn,2015,7579.0,696.0,368.0,652.0,3127.0,8725.0,1146.0,7579.0,9213.0,488.0,9397.0,495.0,34945.0,8725.0,0.0,8843.0,1968.0,23686.493919015596,22503.76863712308,997.7214766060953,867.2499356131063,0.5380279982830162,0.6390025069270352,0.4125874125874126,0.052968631281884296,0.8686532951289399,0.13134670487106015,0.052676386080664044,0.0,0.22254890874137737,0.9500675243057809,1182.7252818925153,0.0,0.0,2542.45112817879,0,2,23481.661321137035,20084.89854107567,0.059901560372813904,0.6351315789473684,0.054488898423254314,970.2142939848318,0.008723087990975431,0.028351656733778707
BK0103,South Williamsburg,Brooklyn,2016,7676.0,664.0,475.0,648.0,3072.0,8826.0,1150.0,7676.0,9234.0,408.0,9831.0,502.0,36290.0,8826.0,0.0,9238.0,1970.0,24480.208928079363,21468.05268669055,991.2764397905759,841.7666299255993,0.5267374731330945,0.6330119854090672,0.40020844189682125,0.044184535412605586,0.869703149784727,0.13029685021527304,0.05106296409317465,0.0,0.21324962113011475,0.8769554520454358,3012.156241388813,0.0,0.0,2585.0981890333874,0,2,23686.493919015596,22503.76863712308,0.052676386080664044,0.6390025069270352,0.052968631281884296,997.7214766060953,0.0335091808765573,-0.0064597555195896605
BK0103,South Williamsburg,Brooklyn,2017,7571.0,730.0,530.0,619.0,2869.0,8884.0,1313.0,7571.0,9289.0,405.0,10202.0,531.0,36793.0,8884.0,6.0,9441.0,2009.0,28657.110754763133,24973.427771586987,1017.6877666947518,888.5889979072106,0.527138344250265,0.6271298375379738,0.37894597807423064,0.04359995693831414,0.8522062134173796,0.14779378658262043,0.05204861791805528,0.0006753714542998649,0.212795254739964,0.8714565814153516,3683.682983176146,0.0,0.0,2522.0616035426856,0,2,24480.208928079363,21468.05268669055,0.05106296409317465,0.6330119854090672,0.044184535412605586,991.2764397905759,0.17062361840763418,0.026643755307808714
BK0103,South Williamsburg,Brooklyn,2018,7620.0,729.0,672.0,584.0,2990.0,8838.0,1218.0,7620.0,9300.0,462.0,10162.0,444.0,37240.0,8838.0,7.0,9508.0,2146.0,28912.38813104189,25658.858861439312,1067.0352577873255,933.0073308270677,0.5401824140708915,0.6528871391076115,0.39238845144356954,0.04967741935483871,0.8621860149355057,0.13781398506449427,0.043692186577445384,0.0007920343969223807,0.22570466975178796,0.8874693693631825,3253.529269602579,0.0,0.0,2457.4444130993297,0,2,28657.110754763133,24973.427771586987,0.05204861791805528,0.6271298375379738,0.04359995693831414,1017.6877666947518,0.008907994196041935,0.04848981456546797
BK0103,South Williamsburg,Brooklyn,2019,7502.0,693.0,499.0,490.0,3016.0,8741.0,1239.0,7502.0,9340.0,599.0,9744.0,457.0,36891.0,8741.0,12.0,9055.0,1959.0,29824.514759697486,25780.864492694694,1124.5182564853217,981.0562467810577,0.5367734406765878,0.6262330045321247,0.4020261263663023,0.06413276231263383,0.858254204324448,0.141745795675552,0.046900656814449916,0.001372840636082828,0.21634456101601326,0.8644185731240441,4043.650267002791,0.0,0.0,2526.866672119508,0,2,28912.38813104189,25658.858861439312,0.043692186577445384,0.6528871391076115,0.04967741935483871,1067.0352577873255,0.03154795185100201,0.05387169568997807
BK0103,South Williamsburg,Brooklyn,2020,8938.0,644.0,539.0,632.0,3691.0,10563.0,1625.0,8938.0,11170.0,607.0,12472.0,932.0,45664.0,10563.0,49.0,11200.0,2433.0,33600.00639229219,29968.837048878766,1248.3809127540294,1116.364992116328,0.4966507708479327,0.6160214813157305,0.4129559185500112,0.05434198746642793,0.8461611284672915,0.15383887153270848,0.07472738935214882,0.004638833664678595,0.21723214285714285,0.8919295043870464,3631.169343413425,0.0,0.0,2389.994817646292,1,2,29824.514759697486,25780.864492694694,0.046900656814449916,0.6262330045321247,0.06413276231263383,1124.5182564853217,0.12659021154290873,0.11014730579460763
