nta_code,nta_name,borough_name,year,renter_hh_total,rent_burden_30_34,rent_burden_35_39,rent_burden_40_49,rent_burden_50plus,total_occupied_units,owner_occupied,renter_occupied,total_housing_units,vacant_units,labor_force,unemployed,population,renter_hh_crowding_total,severe_crowding_renter,total_workers,transit_workers,median_hh_income,renter_median_income,median_gross_rent,median_contract_rent,gini_coefficient,rent_burden_30plus_pct,rent_burden_50plus_pct,vacancy_rate,renter_share,homeownership_rate,unemployment_rate,severe_crowding_rate,transit_commute_rate,renter_income_ratio,income_gap,eviction_count,eviction_rate,zillow_rent_index,covid_year,borough_code,median_hh_income_lag1,renter_median_income_lag1,unemployment_rate_lag1,rent_burden_30plus_pct_lag1,vacancy_rate_lag1,median_gross_rent_lag1,income_growth_yoy,rent_growth_yoy
BK1002,Dyker Heights,Brooklyn,2014,7945.0,631.0,460.0,528.0,2690.0,14492.0,6547.0,7945.0,15607.0,1115.0,22158.0,1892.0,45416.0,14492.0,18.0,19496.0,9539.0,54601.70803241149,44872.77107186894,1276.1364276906818,1161.7330676413599,0.4378239364981504,0.54235368156073,0.33857772183763374,0.07144230153136413,0.5482335081424234,0.45176649185757656,0.08538676775882299,0.0012420645873585426,0.48927985227739024,0.8218199153263216,9728.936960542545,0.0,0.0,,0,2,54832.478894259686,46850.46316797719,0.08723013321084061,0.5248833592534993,0.06661923549576354,1225.301539215468,-0.00420865272739579,0.04148765577146185
BK1002,Dyker Heights,Brooklyn,2015,7921.0,515.0,389.0,543.0,2690.0,14509.0,6588.0,7921.0,15667.0,1158.0,22066.0,1877.0,45845.0,14509.0,24.0,19496.0,9926.0,56183.21603228269,46092.04312356855,1312.9750681644673,1180.2276584142219,0.44843910131966414,0.5222825400833229,0.3396035854058831,0.07391332099317036,0.5459370046178235,0.45406299538217654,0.08506299283966283,0.0016541457026673098,0.5091300779647107,0.8203881226216067,10091.172908714143,0.0,0.0,2542.45112817879,0,2,54601.70803241149,44872.77107186894,0.08538676775882299,0.54235368156073,0.07144230153136413,1276.1364276906818,0.028964441898638338,0.028867321451241157
BK1002,Dyker Heights,Brooklyn,2016,7846.0,496.0,317.0,610.0,2838.0,14378.0,6532.0,7846.0,15488.0,1110.0,21815.0,1834.0,44492.0,14378.0,4.0,19341.0,9700.0,55526.959947855794,44120.76281359906,1329.3944079834578,1185.7426728400612,0.4568267711049177,0.5430792760642366,0.36171297476421105,0.07166838842975207,0.5456948115175964,0.45430518848240364,0.08407059362823745,0.00027820280984837946,0.5015252572255829,0.7945827190077026,11406.197134256734,0.0,0.0,2585.0981890333874,0,2,56183.21603228269,46092.04312356855,0.08506299283966283,0.5222825400833229,0.07391332099317036,1312.9750681644673,-0.011680642917447304,0.01250544676521903
BK1002,Dyker Heights,Brooklyn,2017,7779.0,505.0,216.0,836.0,2822.0,14175.0,6396.0,7779.0,15330.0,1155.0,21649.0,1680.0,43692.0,14175.0,32.0,19473.0,9763.0,55542.80904971162,43751.421885013275,1338.8062574384326,1190.839032317129,0.4592602970795569,0.5629258259416378,0.36277156446844067,0.07534246575342465,0.5487830687830688,0.4512169312169312,0.07760173680077602,0.002257495590828924,0.5013608586247625,0.787706322988726,11791.387164698346,0.0,0.0,2522.0616035426856,0,2,55526.959947855794,44120.76281359906,0.08407059362823745,0.5430792760642366,0.07166838842975207,1329.3944079834578,0.00028543075058884426,0.007079802200500751
BK1002,Dyker Heights,Brooklyn,2018,7714.0,409.0,225.0,801.0,2833.0,14213.0,6499.0,7714.0,15313.0,1100.0,21003.0,1469.0,42613.0,14213.0,26.0,19009.0,9311.0,60034.090113345694,46384.767454268294,1376.198085091404,1292.8064205758806,0.47117181376575223,0.5532797511018926,0.3672543427534353,0.07183438908117286,0.5427425596285091,0.45725744037149085,0.06994238918249773,0.0018293111939773447,0.48982061128938925,0.772640467552566,13649.3226590774,0.0,0.0,2457.4444130993297,0,2,55542.80904971162,43751.421885013275,0.07760173680077602,0.5629258259416378,0.07534246575342465,1338.8062574384326,0.08086161179954576,0.027929229823375756
BK1002,Dyker Heights,Brooklyn,2019,7493.0,312.0,294.0,817.0,2597.0,13968.0,6475.0,7493.0,15088.0,1120.0,20738.0,1138.0,42554.0,13968.0,34.0,19050.0,9098.0,64571.45758330592,48319.40019155559,1452.2644169760774,1368.1544155661043,0.4603786154063073,0.5365007340184171,0.3465901508074203,0.07423117709437964,0.5364404352806414,0.46355956471935855,0.05487510849647989,0.002434135166093929,0.4775853018372703,0.7483089587875111,16252.057391750328,0.0,0.0,2526.866672119508,0,2,60034.090113345694,46384.767454268294,0.06994238918249773,0.5532797511018926,0.07183438908117286,1376.198085091404,0.07557984907231163,0.055272807533096824
BK1002,Dyker Heights,Brooklyn,2020,7266.0,295.0,289.0,763.0,2609.0,14086.0,6820.0,7266.0,15119.0,1033.0,20191.0,1264.0,41656.0,14086.0,47.0,18117.0,8106.0,65466.09424812752,54724.435750404,1530.7850729786826,1426.7105338966776,0.45841619694641833,0.5444536195981282,0.35906963941646025,0.06832462464448708,0.5158313218798807,0.4841686781201193,0.06260214947253727,0.003336646315490558,0.44742507037589,0.8359202787169366,10741.658497723518,0.0,0.0,2389.994817646292,1,2,64571.45758330592,48319.40019155559,0.05487510849647989,0.5365007340184171,0.07423117709437964,1452.2644169760774,0.013854986371763411,0.05406774075350684
BK1002,Dyker Heights,Brooklyn,2021,7218.0,315.0,327.0,736.0,2474.0,14398.0,7180.0,7218.0,15581.0,1183.0,21299.0,1522.0,43548.0,14398.0,50.0,18696.0,7857.0,70022.77934692753,54461.16437271017,1581.6100165334803,1493.1063194635803,0.4626686920180032,0.5336658354114713,0.342754225547243,0.07592580707271677,0.5013196277260731,0.4986803722739269,0.07145875393210949,0.003472704542297541,0.4202503209242619,0.7777635346760885,15561.614974217366,0.0,0.0,2320.1068260149627,1,2,65466.09424812752,54724.435750404,0.06260214947253727,0.5444536195981282,0.06832462464448708,1530.7850729786826,0.06960374146545867,0.03320188082047326
BK1002,Dyker Heights,Brooklyn,2022,6857.0,302.0,381.0,676.0,2374.0,14201.0,7344.0,6857.0,15418.0,1217.0,20190.0,1356.0,42005.0,14201.0,37.0,17770.0,7050.0,76739.08113319843,59733.71312337979,1695.636733722176,1547.9401023687656,0.4662805546958695,0.5444071751494823,0.3462155461572116,0.0789337138409651,0.4828533201887191,0.5171466798112809,0.06716196136701337,0.002605450320399972,0.3967360720315138,0.7784001611864249,17005.368009818638,0.0,0.0,2570.6550609206206,0,2,70022.77934692753,54461.16437271017,0.07145875393210949,0.5336658354114713,0.07592580707271677,1581.6100165334803,0.0959159554777882,0.07209534335057866
BK1061,Fort Hamilton,Brooklyn,2012,256.0,18.0,21.0,93.0,40.0,257.0,1.0,256.0,257.0,0.0,228.0,5.0,1033.0,257.0,0.0,492.0,27.0,84792.0,84583.0,2001.0,2001.0,0.3073,0.671875,0.15625,0.0,0.9961089494163424,0.0038910505836575737,0.021929824561403508,0.0,0.054878048780487805,0.9975351448249835,209.0,0.0,0.0,,0,2,,,,,,,,
BK1061,Fort Hamilton,Brooklyn,2013,189.0,20.0,20.0,77.0,41.0,196.0,7.0,189.0,237.0,41.0,157.0,6.0,789.0,196.0,0.0,330.0,28.0,55192.0,54877.0,2001.0,2001.0,0.3459,0.8359788359788359,0.21693121693121692,0.1729957805907173,0.9642857142857143,0.0357142857142857,0.03821656050955414,0.0,0.08484848484848485,0.9942926511088563,315.0,0.0,0.0,,0,2,84792.0,84583.0,0.021929824561403508,0.671875,0.0,2001.0,-0.3490895367487499,0.0
BK1061,Fort Hamilton,Brooklyn,2014,230.0,9.0,30.0,82.0,56.0,234.0,4.0,230.0,283.0,49.0,211.0,8.0,896.0,234.0,0.0,372.0,54.0,60357.0,58750.0,2001.0,2001.0,0.386,0.7695652173913043,0.24347826086956523,0.17314487632508835,0.9829059829059829,0.017094017094017144,0.037914691943127965,0.0,0.14516129032258066,0.9733750849114435,1607.0,0.0,0.0,,0,2,55192.0,54877.0,0.03821656050955414,0.8359788359788359,0.1729957805907173,2001.0,0.0935824032468473,0.0
BK1061,Fort Hamilton,Brooklyn,2015,189.0,12.0,12.0,42.0,47.0,189.0,0.0,189.0,241.0,52.0,189.0,6.0,654.0,189.0,0.0,263.0,40.0,97760.0,97760.0,3004.0,3004.0,0.358,0.5978835978835979,0.24867724867724866,0.2157676348547718,1.0,0.0,0.031746031746031744,0.0,0.1520912547528517,1.0,0.0,0.0,0.0,2542.45112817879,0,2,60357.0,58750.0,0.037914691943127965,0.7695652173913043,0.17314487632508835,2001.0,0.619696141292642,0.5012493753123439
BK1061,Fort Hamilton,Brooklyn,2016,185.0,9.0,15.0,42.0,45.0,185.0,0.0,185.0,251.0,66.0,194.0,0.0,634.0,185.0,0.0,255.0,33.0,97679.0,97679.0,3028.0,3028.0,0.3295,0.6,0.24324324324324326,0.26294820717131473,1.0,0.0,0.0,0.0,0.12941176470588237,1.0,0.0,0.0,0.0,2585.0981890333874,0,2,97760.0,97760.0,0.031746031746031744,0.5978835978835979,0.2157676348547718,3004.0,-0.0008285597381342269,0.007989347536617952
BK1061,Fort Hamilton,Brooklyn,2017,247.0,23.0,23.0,60.0,76.0,247.0,0.0,247.0,327.0,80.0,252.0,0.0,774.0,247.0,0.0,349.0,74.0,90875.0,90875.0,3196.0,3196.0,0.3441000000000001,0.7368421052631579,0.3076923076923077,0.24464831804281345,1.0,0.0,0.0,0.0,0.21203438395415472,1.0,0.0,0.0,0.0,2522.0616035426856,0,2,97679.0,97679.0,0.0,0.6,0.26294820717131473,3028.0,-0.06965673276753448,0.05548216644649928
BK1061,Fort Hamilton,Brooklyn,2018,304.0,71.0,24.0,53.0,65.0,304.0,0.0,304.0,342.0,38.0,334.0,0.0,1069.0,304.0,0.0,516.0,106.0,104722.0,104722.0,3264.0,3264.0,0.2946,0.7006578947368421,0.2138157894736842,0.1111111111111111,1.0,0.0,0.0,0.0,0.2054263565891473,1.0,0.0,0.0,0.0,2457.4444130993297,0,2,90875.0,90875.0,0.0,0.7368421052631579,0.24464831804281345,3196.0,0.15237414030261354,0.02127659574468077
BK1061,Fort Hamilton,Brooklyn,2019,309.0,114.0,14.0,43.0,76.0,335.0,26.0,309.0,376.0,41.0,446.0,0.0,1264.0,335.0,0.0,639.0,143.0,106570.0,106570.0,3279.0,3279.0,0.2825,0.7993527508090615,0.2459546925566343,0.10904255319148937,0.9223880597014925,0.07761194029850749,0.0,0.0,0.2237871674491393,1.0,0.0,0.0,0.0,2526.866672119508,0,2,104722.0,104722.0,0.0,0.7006578947368421,0.1111111111111111,3264.0,0.01764672179675708,0.004595588235294157
BK1061,Fort Hamilton,Brooklyn,2020,275.0,99.0,16.0,6.0,83.0,302.0,27.0,275.0,342.0,40.0,441.0,0.0,1326.0,302.0,0.0,629.0,160.0,109856.0,109832.0,3294.0,3294.0,0.3341,0.7418181818181818,0.3018181818181818,0.11695906432748537,0.9105960264900662,0.08940397350993379,0.0,0.0,0.2543720190779014,0.999781532187591,24.0,0.0,0.0,2389.994817646292,1,2,106570.0,106570.0,0.0,0.7993527508090615,0.10904255319148937,3279.0,0.030834193487848438,0.0045745654162854255
BK1061,Fort Hamilton,Brooklyn,2021,261.0,92.0,0.0,9.0,90.0,285.0,24.0,261.0,312.0,27.0,414.0,0.0,1310.0,285.0,0.0,595.0,131.0,122625.0,122625.0,3498.0,3337.0,0.3517,0.7318007662835249,0.3448275862068966,0.08653846153846154,0.9157894736842105,0.08421052631578951,0.0,0.0,0.22016806722689075,1.0,0.0,0.0,0.0,2320.1068260149627,1,2,109856.0,109832.0,0.0,0.7418181818181818,0.11695906432748537,3294.0,0.1162339790270901,0.06193078324225865
BK1061,Fort Hamilton,Brooklyn,2022,193.0,63.0,8.0,8.0,56.0,209.0,16.0,193.0,223.0,14.0,287.0,0.0,997.0,209.0,0.0,436.0,74.0,136583.0,136583.0,3501.0,3501.0,0.343,0.6994818652849741,0.29015544041450775,0.06278026905829596,0.9234449760765551,0.07655502392344493,0.0,0.0,0.16972477064220184,1.0,0.0,0.0,0.0,2570.6550609206206,0,2,122625.0,122625.0,0.0,0.7318007662835249,0.08653846153846154,3498.0,0.11382670744138634,0.0008576329331047017
BK1091,Dyker Beach Park,Brooklyn,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,0.0,0.0,,0,2,,,,,,,,
BK1091,Dyker Beach Park,Brooklyn,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,0.0,0.0,,0,2,,,0.0,0.0,0.0,,,
BK1091,Dyker Beach Park,Brooklyn,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,0.0,0.0,,0,2,,,0.0,0.0,0.0,,,
BK1091,Dyker Beach Park,Brooklyn,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,0.0,0.0,2542.45112817879,0,2,,,0.0,0.0,0.0,,,
BK1091,Dyker Beach Park,Brooklyn,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,0.0,0.0,2585.0981890333874,0,2,,,0.0,0.0,0.0,,,
BK1091,Dyker Beach Park,Brooklyn,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,0.0,0.0,2522.0616035426856,0,2,,,0.0,0.0,0.0,,,
BK1091,Dyker Beach Park,Brooklyn,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,0.0,0.0,2457.4444130993297,0,2,,,0.0,0.0,0.0,,,
BK1091,Dyker Beach Park,Brooklyn,2019,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,11.0,0.0,11.0,11.0,11.0,11.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,0.0,0.0,2526.866672119508,0,2,,,0.0,0.0,0.0,,,
