zip_code,year,zori
11354,2018,2105.631109675162
11354,2019,2147.468610608613
11354,2020,2138.0953260530528
11354,2021,2153.1643179461666
11354,2022,2326.4042312513734
11355,2015,
11355,2016,1872.6418199015022
11355,2017,1903.1530043421806
11355,2018,1966.6110301295591
11355,2019,1991.8956187091978
11355,2020,1985.9654046343612
11355,2021,1959.5009157317554
11355,2022,2100.7253581942095
11356,2015,
11356,2016,
11356,2017,
11356,2018,
11356,2019,
11356,2020,
11356,2021,
11356,2022,
11357,2015,
11357,2016,
11357,2017,
11357,2018,
11357,2019,
11357,2020,
11357,2021,
11357,2022,
11358,2015,
11358,2016,
11358,2017,
11358,2018,
11358,2019,
11358,2020,
11358,2021,1889.060576014396
11358,2022,2084.941188946433
11360,2015,
11360,2016,
11360,2017,
11360,2018,
11360,2019,
11360,2020,
11360,2021,
11360,2022,
11361,2015,
11361,2016,
11361,2017,
11361,2018,
11361,2019,
11361,2020,2036.1024451886096
11361,2021,2083.4252373470636
11361,2022,2300.7383464908207
11364,2015,
11364,2016,
11364,2017,
11364,2018,
11364,2019,
11364,2020,
11364,2021,
11364,2022,
11365,2015,
11365,2016,
11365,2017,
11365,2018,
11365,2019,
11365,2020,
11365,2021,
11365,2022,
11366,2015,
11366,2016,
11366,2017,
11366,2018,
11366,2019,
11366,2020,
11366,2021,
11366,2022,
11367,2015,
11367,2016,
11367,2017,
11367,2018,
11367,2019,
11367,2020,
11367,2021,
11367,2022,
11368,2015,
11368,2016,
11368,2017,
11368,2018,
11368,2019,
11368,2020,
11368,2021,
11368,2022,
11370,2015,
11370,2016,
11370,2017,
11370,2018,
11370,2019,
11370,2020,
11370,2021,
11370,2022,
11372,2015,
11372,2016,
11372,2017,
11372,2018,
11372,2019,
11372,2020,
11372,2021,1900.0216543417669
11372,2022,2053.1156268183768
11373,2015,
11373,2016,
11373,2017,
11373,2018,
11373,2019,
11373,2020,
11373,2021,1859.602940994015
11373,2022,2044.7671586895403
11374,2015,1918.4742639228457
11374,2016,1969.4210367837547
11374,2017,2036.3891595042312
11374,2018,2053.639843150721
11374,2019,2138.7600584239303
11374,2020,2151.351545272851
11374,2021,2125.785488449845
11374,2022,2322.3438726587265
11375,2015,1829.309792561938
11375,2016,1895.8452598909344
11375,2017,1943.9990802518696
11375,2018,1980.214036312119
11375,2019,2065.562621992684
11375,2020,2067.5501682024947
11375,2021,2058.8854973483017
11375,2022,2264.7403509699097
11377,2015,
11377,2016,
11377,2017,
11377,2018,
11377,2019,
11377,2020,2076.2757875694315
11377,2021,2070.3925275558954
11377,2022,2263.775333204053
11378,2015,
11378,2016,
11378,2017,
11378,2018,
11378,2019,
11378,2020,
11378,2021,
11378,2022,2052.7559973443667
11379,2015,
11379,2016,
11379,2017,
11379,2018,
11379,2019,
11379,2020,1838.7019805213995
11379,2021,1920.8396057950324
11379,2022,2018.9561664216405
11385,2015,
11385,2016,2123.40786004015
11385,2017,2141.332918742875
11385,2018,2159.117526129184
11385,2019,2236.718261708675
11385,2020,2235.887304662574
11385,2021,2196.7146587894126
11385,2022,2570.6550609206206
11414,2015,
11414,2016,
11414,2017,
11414,2018,
11414,2019,
11414,2020,
11414,2021,
11414,2022,
11415,2015,
11415,2016,
11415,2017,
11415,2018,
11415,2019,
11415,2020,
11415,2021,1763.015487479339
11415,2022,1914.9535789198555
11416,2015,
11416,2016,
11416,2017,
11416,2018,
11416,2019,
11416,2020,
11416,2021,
11416,2022,
11418,2015,
11418,2016,
11418,2017,
11418,2018,
11418,2019,
11418,2020,
11418,2021,
11418,2022,
11421,2015,
11421,2016,
11421,2017,
11421,2018,
11421,2019,
11421,2020,
11421,2021,
11421,2022,
11426,2015,
11426,2016,
11426,2017,
11426,2018,
11426,2019,
11426,2020,
11426,2021,
11426,2022,
11432,2015,
11432,2016,1731.5619753112137
11432,2017,1783.731439024229
11432,2018,1899.4259977737447
11432,2019,2024.1269604571523
11432,2020,2026.9341727797885
11432,2021,2132.6430592079273
11432,2022,2231.1840956476462
11433,2015,
11433,2016,
11433,2017,
11433,2018,
11433,2019,
11433,2020,
11433,2021,
11433,2022,
11434,2015,
11434,2016,
11434,2017,
11434,2018,
11434,2019,
11434,2020,
11434,2021,
11434,2022,
11435,2015,1465.5975532031462
11435,2016,1542.186877791484
11435,2017,1619.6027421713422
11435,2018,1683.2115541888143
11435,2019,1758.6805308043865
11435,2020,1810.3947617082497
11435,2021,1829.0995689284553
11435,2022,1966.937829212193
11501,2015,
11501,2016,
11501,2017,
11501,2018,
11501,2019,
11501,2020,
11501,2021,
11501,2022,
11530,2015,
11530,2016,
11530,2017,
11530,2018,
11530,2019,
11530,2020,
11530,2021,
11530,2022,
11542,2015,
11542,2016,
11542,2017,
11542,2018,
11542,2019,
11542,2020,
11542,2021,2596.030113872606
11542,2022,2805.8030568261997
11550,2015,
11550,2016,
11550,2017,
11550,2018,
11550,2019,
11550,2020,
11550,2021,
11550,2022,
11552,2015,
11552,2016,
11552,2017,
11552,2018,
11552,2019,
11552,2020,
11552,2021,
11552,2022,
11553,2015,
11553,2016,
11553,2017,
11553,2018,
11553,2019,
11553,2020,
11553,2021,
11553,2022,
11561,2015,1903.0911079386044
11561,2016,2011.3228509340888
11561,2017,2165.173135751397
11561,2018,2285.255244587986
11561,2019,2369.9578598953212
11561,2020,2567.092891017668
11561,2021,2857.80027109253
11561,2022,3118.0589896282995
11570,2015,
11570,2016,
11570,2017,
11570,2018,
11570,2019,
11570,2020,
11570,2021,
11570,2022,
11572,2015,
11572,2016,
11572,2017,
11572,2018,
11572,2019,
11572,2020,
11572,2021,
11572,2022,
11580,2015,
11580,2016,
11580,2017,
11580,2018,
11580,2019,
11580,2020,
11580,2021,
11580,2022,
11581,2015,
11581,2016,
11581,2017,
11581,2018,
11581,2019,
11581,2020,
11581,2021,
11581,2022,
11590,2015,
11590,2016,
11590,2017,
11590,2018,
11590,2019,
11590,2020,
11590,2021,
11590,2022,
11691,2015,
11691,2016,
11691,2017,
11691,2018,
11691,2019,
11691,2020,
11691,2021,
11691,2022,
11692,2015,
11692,2016,
11692,2017,
11692,2018,
11692,2019,
11692,2020,
11692,2021,
11692,2022,
11693,2015,
11693,2016,
11693,2017,
11693,2018,
11693,2019,
11693,2020,
11693,2021,
11693,2022,
11694,2015,
11694,2016,
11694,2017,
11694,2018,
11694,2019,
11694,2020,
11694,2021,
11694,2022,
