zip_code,year,zori
11231,2016,2097.593741249552
11231,2017,2146.7305109159224
11231,2018,2224.7178074947146
11231,2019,2338.5409045255637
11231,2020,2339.228189803192
11231,2021,2397.977406405718
11231,2022,2817.009481895769
11232,2015,
11232,2016,
11232,2017,
11232,2018,
11232,2019,
11232,2020,2118.209114136842
11232,2021,2137.3818270846477
11232,2022,2462.6412883666794
11233,2015,1838.7001118724713
11233,2016,1918.9241819844685
11233,2017,2014.4632766736556
11233,2018,2064.1397010065934
11233,2019,2170.1046128026373
11233,2020,2168.0649028567946
11233,2021,2146.261911426911
11233,2022,2499.4027743789024
11234,2015,
11234,2016,
11234,2017,
11234,2018,
11234,2019,
11234,2020,
11234,2021,
11234,2022,
11235,2015,1769.429634260112
11235,2016,1864.6294454431775
11235,2017,1954.5759149985004
11235,2018,1973.7173965574093
11235,2019,2058.058832573163
11235,2020,2072.922462238399
11235,2021,2079.061413044296
11235,2022,2297.272311082877
11236,2015,
11236,2016,
11236,2017,
11236,2018,
11236,2019,
11236,2020,
11236,2021,
11236,2022,
11237,2015,2541.8430797488973
11237,2016,2613.731398506425
11237,2017,2613.268149558776
11237,2018,2583.1144794630895
11237,2019,2665.790686612478
11237,2020,2628.284741694961
11237,2021,2564.3302349157893
11237,2022,3149.2038617514663
11238,2015,2542.5564441374404
11238,2016,2601.4546565038277
11238,2017,2642.65757778546
11238,2018,2699.2525285572483
11238,2019,2802.847807972798
11238,2020,2779.6510380443956
11238,2021,2815.7125315260782
11238,2022,3296.148469300615
11249,2015,3334.949927307786
11249,2016,3322.098935033698
11249,2017,3378.533711173936
11249,2018,3325.2231523078713
11249,2019,3512.5523991926602
11249,2020,3529.5770099900105
11249,2021,3746.66422511911
11249,2022,4476.545459828953
11354,2015,
11354,2016,1994.3764949804054
11354,2017,2046.6331102348606
